Arithmetic,Cry 7-2,Eating 3,Game 4,Ice Bucket 6,Prepare Speech,rest1,rest2,rest3,rest4,rest5,rest6,sing-a-song 1,Social Conversation 5,Speech,Stroop 2
1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1
